SITE_ID,LATITUDE,LONGITUDE,NAME,STATE,LICENSING_AREA_ID,POSTCODE,SITE_PRECISION,ELEVATION,HCIS_L2,ASSIGNMENTS
11477,-31.485694,141.612202,Telstra site 53 km NNE of Broken Hill MOUNT DERING,NSW,5,2880,Within 100 metres,428,JV3G,26
11479,-29.912409,141.563476,Telstra Site Mount Shannon via Silver City Highway MILPARINKA,NSW,5,2880,Within 100 metres,329,JU6O,18
11500,-32.190142,142.970708,Telstra Repeater North Menindie Eastside River BARRAROO,NSW,5,2836,Within 100 metres,73,KV4D,16
11542,-35.529552,148.772605,Commsite 42 km SW of Canberra MT GININI,ACT,4,2620,Within 10 metres,1747,MW4L,117
11840,-34.321476,142.391353,Mildura Rural City Council 60m Lattice Tower off Sturt Hwy PARINGI,NSW,4,2738,Unknown,45,KW1F,49
11953,-36.40601,146.94112,VIC DELWP 40m Lattice Tower off Mt Big Ben Rd YACKANDANDAH,VIC,4,3749,Within 10 metres,1162,LW8H,49
12088,-37.111823,148.897514,Telstra Site MT DELEGATE,VIC,4,3888,Within 10 metres,1283,MX1D,243
34521,-36.252362,149.07897,NSWPF 30m Lattice Tower off Mount Gladstone Rd COOMA,NSW,4,2630,Within 10 metres,1060,MW8E,89
34780,-33.868443,147.382238,Comm Site Booberoi Hills via WYALONG,NSW,4,2671,Unknown,311,LV9N,67
34885,-30.33153,152.920844,Vertel Site 20.5 km WSW of Coffs Harbour MT WONDURRIGAH,NSW,4,2450,Within 100 metres,748,NU8H,131
34911,-28.678457,153.597442,NSW Rural Fire Service Site Coopers Shoot BYRON BAY,NSW,4,2481,Within 10 metres,108,NU3K,25
34919,-34.635539,149.350256,"NSWRFS 40m Lattice Tower Mt Mary, off 1720 Grabben Gullen Rd GURRUNDAH",NSW,4,2581,Within 10 metres,914,MW2J,61
34920,-34.37493,146.92807,NSWPF 30m Lattice Tower off Beckom South Rd BECKOM,NSW,4,2665,Within 10 metres,308,LW2H,46
34921,-34.6398,148.5899,Commsite MT BOBBARA,NSW,4,2584,Unknown,696,MW1K,56
35030,-35.99452,146.38107,NSWPF 30M Lattice Tower Behind Water Reservoir  22-26 Tower St COROWA,NSW,4,2646,Within 10 metres,135,LW5N,247
35103,-34.65598,144.95545,Transgrid 80m Guyed Mast off 1494 Jerilderie Rd HAY SOUTH,NSW,5,2711,Within 10 metres,95,KW3L,28
35130,-33.53948,145.870175,Essential Energy 30m Lattice Tower Mt. Bootheragandra off Mitchells Rd HILLSTON,NSW,5,2675,Within 10 metres,434,LV7L,103
35169,-35.725357,148.218439,Forestry Site GRANITES MTN,NSW,4,2653,Unknown,1423,MW4I,26
35191,-36.220952,150.132198,Eurobodalla Shire Council 17m Water Reservoir 1 Garvan Ln NAROOMA,NSW,4,2546,Within 10 metres,3,MW9A,102
35193,-37.121572,149.18679,"FCNSW 27m Lattice Tower Bombala Trig, Mcleods Rd BONDI FOREST",NSW,4,null,Unknown,970,MX2A,20
35411,-34.88233,147.56784,Axicom 40m Monopole 100 Albert St JUNEE,NSW,4,2663,Unknown,undefined,LW3O,908
35504,-35.6163,148.331463,"Multiple Monopoles, Big Talbingo Mtn Talbingo Mountain Trail TALBINGO",NSW,4,2720,Within 10 metres,1304,MW4J,100
35505,-30.068706,148.180766,"RMS 100m Guyed Mast Trilby Park, 746 Come By Chance Rd WALGETT",NSW,5,2832,Unknown,132,MU7A,6
35506,-33.71766,151.218779,NSW Telco Authority 25m monopole Adjacent southern water reservoir 209 Forest Way BELROSE,NSW,2,2085,Unknown,184,NV7I,56
35516,-33.98011,145.70946,"NSWPF 30m Lattice Tower Goolgowi Police Station, Cnr of Stipa & Farrer St GOOLGOWI",NSW,5,2652,Within 10 metres,121,LV7O,39
35608,-36.031309,144.797561,Old Deniliquin Rd 10km Nth of MOAMA,NSW,4,2731,Unknown,93,KW9D,39
35613,-34.751195,146.567489,Narrandera Shire Council 51m Lattice Tower Water Reservoir Cnr Gordon & Broad St NARRANDERA,NSW,4,2700,Within 10 metres,196,LW2O,58
35619,-32.617478,144.048319,Essential Energy 65m Guyed Mast Springdale Property off Cobb Hwy IVANHOE,NSW,5,2878,Within 10 metres,105,KV6I,18
35651,-30.687,150.9825,NBN Site Melrose Roseneath Road MANILLA,NSW,4,2352,Unknown,985,MU9L,20
35653,-30.284506,150.167542,Broadcast Australia Site  MOUNT DOWE,NSW,4,2390,Within 10 metres,undefined,MU9E,95
35672,-29.497638,150.580598,"30m Essential Energy Lattice Tower Three Mile Hill, 548 Warialda Rd WARIALDA",NSW,4,2402,Within 10 metres,508,MU6G,111
35673,-29.807612,150.278748,Country Energy/NPWS Site THE TOPS,NSW,4,2404,Unknown,674,MU6N,30
35685,-30.37702,151.60193,Telstra Tower Little Duval Mtn  Exmouth Rd DUMARESQ,NSW,4,2350,Within 10 metres,1354,NU7G,46
35716,-33.986459,151.240347,Telstra Maritime Coast Station Jennifer Street LA PEROUSE,NSW,2,2036,Within 10 metres,50,NV7M,113
35778,-33.829224,148.697105,Telstra Cowra Radio Terminal BELLEVUE HILL,NSW,4,2794,Unknown,375,MV7O,88
35858,-35.55645,146.16609,"NSWPF 30m Monopole Oaklands Police Station, Cnr Coreen St & Young St OAKLANDS",NSW,4,2646,Within 10 metres,144,LW5I,24
35878,-30.198633,146.239819,"NSWPF 25m Lattice Tower Mt Oxley, off Kamilaroi Hwy BOURKE",NSW,5,2840,Within 10 metres,301,LU8A,28
35895,-35.161008,150.730582,Bherwerre Trig Bherwerre Road JERVIS BAY,NSW,4,2541,Within 100 metres,159,MW6C,23
35905,-30.078565,152.619576,"TransGrid 45.7m Lattice Tower Shaes Knob, off Ellis Road CLOUDS CREEK",NSW,4,2450,Within 10 metres,780,NU8C,77
35945,-33.844171,147.73826,NSWPF 30m Lattice Tower Caragabal Police Station Wyalong St CARAGABAL,NSW,4,2810,Unknown,231,LV9O,23
36257,-28.242507,153.511359,Comms 30m Tower  Telstra Site 5 Sunnycrest Drv TERRANORA,NSW,2,2486,Within 10 metres,99,NU3C,138
36669,-33.403106,151.393883,Tower 2 MT ELLIOT,NSW,2,2250,Within 10 metres,160,NV7F,102
36827,-34.021066,144.166303,Telstra Radio Terminal OXLEY,NSW,5,2711,Unknown,78,KW3A,8
36835,-32.802989,150.902031,Telstra Site Little Darkey Off Putty Road Via HOWES VALLEY,NSW,4,2330,Within 10 metres,312,MV6P,32
36900,-32.871762,149.989512,Broadcast Australia Site  CUMBER MELON MTN,NSW,4,2848,Within 10 metres,1042,MV5P,38
37161,-34.212712,144.575846,Telstra Radio Terminal ONE TREE,NSW,5,2711,Unknown,80,KW3C,16
37721,-33.810068,142.059331,Telstra Site Wentworth-Pooncarie Road PALINYEWAH,NSW,5,2648,Within 10 metres,38,KV7M,18
37938,-29.832215,145.008258,Telstra 130m guyed mast 759 Merita Myroolia Road FORDS BRIDGE,NSW,5,2840,Unknown,104,LU4M,22
37943,-32.218189,147.333344,Television Translator TOTTENHAM,NSW,5,2873,Within 10 metres,230,LV6B,46
38429,-32.480931,146.827427,Telstra Site YELLOW MTN,NSW,5,2877,Unknown,533,LV5H,46
39024,-35.26832,146.38201,Federation Council 40m Lattice Tower Lot 96 Cullivel Rd URANA,NSW,4,2645,Within 10 metres,141,LW5F,30
39121,-35.043954,149.599475,NSWPF 20m Lattice Tower Cowley Hills via 2574 Collector Rd TARAGO,NSW,4,2580,Within 10 metres,924,MW5C,23
39389,-28.379025,153.452857,SRA Tower Cooradilla Rd BURRINGBAR,NSW,4,2484,Within 10 metres,225,NU3F,24
40066,-34.13089,147.28057,"TfNSW 30m Lattice Tower Wargin Hill, off Wargin Trig Access Rd BARMEDMAN",NSW,4,2668,Within 10 metres,339,LW3B,72
40150,-33.841151,151.207012,North Sydney Railway Station (Underground) & Tunnel  NORTH SYDNEY,NSW,2,2060,Within 10 metres,undefined,NV7M,28
40499,-34.623543,150.694541,FM/Comms Mast BAI Comms Site  233 Knights Hill Road KNIGHTS HILL,NSW,2,2533,Within 10 metres,766,MW3K,36
40743,-33.807497,151.300623,Broadcast Site Sewage Treatment Plant MANLY,NSW,2,2095,Within 100 metres,77,NV7N,25
41059,-35.281925,150.342589,Communications Site Little Forest Trig MILTON,NSW,4,2538,Within 10 metres,538,MW6F,32
41209,-30.965935,151.630473,BAI Comms Site Clive Blakes Hill  off Ohio Rd WALCHA,NSW,4,2354,Within 10 metres,undefined,NU7O,22
46377,-35.93307,147.6001,NSWPF 40m Lattice Tower Jingellic Trig Woomargama National Park off Tower Trial Talmalmo WOOMARGAMA,NSW,4,2644,Within 100 metres,998,LW6O,56
48655,-31.35176,151.37373,NSWPF/Council 24m Lattice Towner and NSWPF 10.5m Lattice Tower Mt Fairview off Nowendoc Rd NIANGALA,NSW,4,2354,Within 100 metres,1270,NV1F,42
49534,-33.814269,151.001194,2-12 Macquarie St Marsden St side of Gov. offices PARRAMATTA,NSW,2,2150,Within 10 metres,21,NV7M,112
50112,-28.178491,153.534723,Broadcast Australia 18m Monopole Razorback Road TWEED HEADS,NSW,2,2485,Within 10 metres,undefined,NU3C,32
50393,-35.357989,147.15798,RFS site BULLOC BULLOC HILL,NSW,4,2644,Unknown,488,LW6E,16
50451,-33.55774,143.913998,Telstra DRCS Base MIN MIN,NSW,5,2715,Within 100 metres,86,KV8L,8
50491,-28.977764,151.475057,Comm Site Riversdale GLEN LYON DAM,QLD,4,4380,Unknown,569,NU1N,44
51078,-35.150205,149.289363,Axicom 50m Lattice Tower via 135 Shepherd Rd BYWONG,NSW,4,2620,Within 10 metres,835,MW5B,192
51761,-33.45232,151.20104,RMB 1158 Pacific Hwy MOUNT WHITE,NSW,2,2250,Unknown,222,NV7E,146
51772,-33.93909,151.25355,Indara 25m Monopole Maroubra Reservoir 7-23 Amour Ave MAROUBRA,NSW,2,2035,Within 10 metres,51,NV7N,104
51791,-33.387549,151.468127,Axicom 25m Monopole and Central Coast Council 20m Water Tank 48 Berne St BATEAU BAY,NSW,2,2261,Within 10 metres,57,NV7F,300
52905,-35.012797,148.581805,NSWPF 30m Lattice Tower and WaterNSW 20m Lattice Tower Mt Black Andrew near Burringjuck Dam WEE JASPER,NSW,4,2582,Within 10 metres,905,MW4C,26
53546,-34.084768,151.015622,Reservoir Bottle Forest Road HEATHCOTE,NSW,2,2233,Within 10 metres,228,NW1A,170
53560,-32.553258,151.141579,Common Cmts Site Bowers Crane Yard Hambledon Hill Road SINGLETON,NSW,4,2330,Within 10 metres,119,NV4I,1116
53656,-34.035562,151.099462,Lift Motor Room Miranda Fair Carpark 600 The Kingsway MIRANDA,NSW,2,2228,Within 10 metres,undefined,NW1A,2
53794,-33.774832,150.627753,Optus/Vodafone & GRN Towers Cnr Emu & Hodgson Rd GLENBROOK,NSW,2,2773,Within 10 metres,194,MV9O,207
54068,-31.274154,149.05998,Council Site Siding Spring via COONABARABRAN,NSW,4,2357,Unknown,1026,MV2E,29
55315,-33.729434,151.292333,Broadcast/Comms Monopole  Crown Castle Site Plateau Park  off Blandford St COLLAROY PLATEAU,NSW,2,2097,Within 10 metres,90,NV7J,217
55601,-34.778155,148.830946,Bowning Hill Trig YASS,NSW,4,2582,Within 10 metres,777,MW1P,1277
55602,-34.827649,149.042951,Trig Station 12 km E of Yass MT MUNDOONEN,NSW,4,2582,Unknown,768,MW2M,107
55638,-34.340929,150.555324,Optus/Hutchison Site Remembrance Drive YANDERRA,NSW,2,2575,Unknown,468,MW3G,163
100041,-34.027438,151.0803,Sydney Electricity Port Hacking Substation Dudly Street KIRRAWEE,NSW,2,2232,Within 10 metres,52,NW1A,154
100406,-35.530623,149.51789,NSWPF 30m Lattice Tower Mt Cronin off Tower Rd CAPTAINS FLAT,NSW,4,2623,Within 10 metres,1189,MW5K,120
100618,-35.735517,150.16988,Indara 30m Lattice Tower Round Hill off Princes Hwy BATEMANS BAY,NSW,4,2536,Within 100 metres,141,MW6I,528
100685,-33.992034,149.301967,NSWPF 15m Lattice Tower off 6063 Abercombie Rd TUENA,NSW,4,2583,Within 10 metres,747,MV8N,36
100712,-37.011172,149.88985,PJ OBrien / Optus site 6 km NNW of Eden BIMMIL HILL,NSW,4,2549,Within 10 metres,306,MX2D,100
100750,-32.771097,147.576671,"Essential Energy 28m Guyed Mast Gobondry Trig, via Gillenbine Rd TRUNDLE",NSW,5,2875,Within 10 metres,396,LV6O,36
100797,-34.277103,146.057769,Pioneer Park Museum Scenic Drive GRIFFITH,NSW,4,2680,Unknown,188,LW2E,65
100877,-33.84859,149.45166,Bathurst Regional Council 40m Lattice Tower Mt Ryan TRIANGLE FLAT,NSW,4,2795,Within 10 metres,1048,MV8N,56
100887,-35.139176,146.039052,NSWPF 60m Guyed Mast 274 Arrawidgee Rd MORUNDAH,NSW,4,2700,Within 10 metres,112,LW5A,32
100997,-35.997808,145.996998,"NSWPF 50m Lattice Tower Mulwala Reservoir, off Lucan St MULWALA",NSW,4,2647,Within 100 metres,136,LW4P,46
101353,-33.796391,151.178976,Vodafone Site 12 Help St CHATSWOOD,NSW,2,2067,Unknown,110,NV7M,51
101426,-33.893647,150.935636,Hutchison Site Cabramatta Freedom Markets Hughes St CABRAMATTA,NSW,2,2166,Within 100 metres,17,MV9P,232
102257,-35.289111,147.430014,"Wagga Wagga City Council 38m Lattice Tower Mt Flakney, 550 Flakney Rd BIG SPRINGS",NSW,4,2650,Within 10 metres,534,LW6F,53
130018,-33.69319,150.57596,Indara 30m Monopole 39A Hawkesbury Rd SPRINGWOOD,NSW,2,2777,Within 10 metres,334,MV9K,275
130159,-30.945751,151.14507,"Indara 41.1m Lattice Tower Moonbi Trig, 24 Bullimbulla Rd BENDEMEER",NSW,4,2353,Unknown,1269,NU7M,116
130209,-31.499467,145.837048,Telstra Exchange 47 - 49  Linsley St COBAR,NSW,5,2835,Within 10 metres,241,LV1L,72
130218,-29.320597,151.902698,AXICOM 53m Lattice Tower Mt Welcome off New England Hwy via Deepwater BOLIVIA,NSW,4,2372,Unknown,1110,NU4H,42
130220,-29.086143,151.966348,Tenterfield Council 40m Lattice Tower Mount MacKenzie Lookout Rd TENTERFIELD,NSW,4,2372,Within 10 metres,1295,NU4D,132
130305,-35.348773,150.453449,Shoalhaven City Council 50m Lattice Tower White Gum Road ULLADULLA,NSW,4,2538,Within 10 metres,49,MW6F,194
130823,-36.252001,149.079035,Optus Tower 4.4 km WSW of Cooma MT GLADSTONE,NSW,4,2630,Unknown,1068,MW8E,1094
131085,-33.585698,150.258044,Vodafone Site SRA Railway Yards off Patrick Street MOUNT VICTORIA,NSW,4,2786,Unknown,1013,MV9J,149
131105,-35.085058,150.678449,Shoalhaven City Council 50m Lattice Tower St George Avenue VINCENTIA,NSW,4,2541,Within 10 metres,87,MW6C,353
131126,-35.1655,150.445243,Vodafone site Mondayong Forest Road JERRAWANGALA,NSW,4,2541,Unknown,142,MW6B,84
131852,-36.668149,149.555198,Telstra CDMA Lookout Lane off Snowy Mtns Hwy BEMBOKA,NSW,4,2550,Within 10 metres,324,MW8K,48
131897,-33.583914,148.667849,CDMA Telstra Canowindra Off George Russel Drive CANOWINDRA,NSW,4,2804,Within 10 metres,388,MV7K,654
131932,-34.722414,150.54461,Broadcast/Comm Site Clover Hill Upper River Rd Barrengar KANGAROO VALLEY,NSW,4,2577,Within 10 metres,125,MW3K,791
132540,-32.37791,152.501782,Telstra Site Water Reservoir Macwood Rd SMITHS LAKE,NSW,4,2428,Within 10 metres,51,NV5G,60
132788,-31.367282,148.48845,Telstra Site Misery Farm Castlereagh Hwy GULARGAMBONE,NSW,5,2828,Within 10 metres,undefined,MV1F,42
133179,-32.196295,150.475846,Telstra Site Golden Highway SE of MERRIWA,NSW,4,2329,Within 10 metres,undefined,MV6B,42
134145,-33.794538,151.137952,North Ryde Metro Station (Underground)  NORTH RYDE,NSW,2,2113,Within 10 metres,undefined,NV7M,30
134146,-33.785033,151.128547,Macquarie Park Metro Station (Underground)  MACQUARIE PARK,NSW,2,2113,Unknown,undefined,NV7M,24
135471,-34.191993,142.169039,Indara 47.5m Lattice Tower behind 55A Eighth St MILDURA,VIC,4,3500,Within 10 metres,undefined,KW1A,76
135549,-33.889224,151.22457,Optus Site Aussie Stadium West Driver Avenue MOORE PARK,NSW,2,2021,Within 10 metres,undefined,NV7M,30
136295,-33.81517,151.178623,Telstra GRN Site Lane cove tunnel ventilation tower Marden street ARTARMON,NSW,2,2064,Within 10 metres,undefined,NV7M,8
136472,-35.87653,149.06412,NSWTA 32m Lattice Tower Mt Clear off Mount Clear Firetrail BUMBALONG,NSW,4,2620,Within 10 metres,1529,MW5M,40
136717,-33.812319,151.001575,Parramatta Justice Precinct Cnr George and Marsden Sts PARRAMATTA,NSW,2,2150,Within 100 metres,undefined,NV7M,14
137433,-34.784704,149.91419,"NSWTA 25m Monopole Egans Hill, via Tiyces Ln BOXERS CREEK",NSW,4,2580,Within 100 metres,828,MW2P,23
138680,-34.656487,150.30618,Bundanoon Reservoir  BUNDANOON,NSW,4,2578,Within 10 metres,698,MW3J,7
140143,-36.867106,149.903439,RBA Tower Merimbula Sapphire Coast Drive TURA BEACH,NSW,4,2548,Within 100 metres,151,MW8P,24
142658,-34.799564,150.57767,New Tower Cambewarra Lookout CAMBEWARRA MOUNTAIN,NSW,4,2535,Within 10 metres,undefined,MW3O,72
150294,-33.70276,149.83937,Telstra Site Falls Hill Abercrombie Road OBERON,NSW,4,2787,Within 10 metres,1165,MV8L,123
150950,-35.664774,149.774516,Private Owner 29.5m Monopole Shellharbour Hill off 604 Neringla Rd ARALUEN,NSW,4,2622,Unknown,undefined,MW5L,16
151130,-33.48724,150.159703,Broadcast Australia Site Bracys Lookout off Hassans Walls Rd LITHGOW,NSW,4,2790,Within 10 metres,undefined,MV9E,5
151148,-33.249693,148.336941,Parkes Broadcasting Co 56.4m Lattice Tower Mt Coonambro off Amaroo Way COOKAMIDGERA,NSW,4,2870,Within 10 metres,undefined,MV7F,39
151264,-31.515123,150.666233,Broadcast Site WHO DA THOUGHT IT HILL,NSW,4,2343,Unknown,487,MV3K,72
151278,-31.34266,149.02325,Broadcast Tower BAI Comms Site  Mt Cenn Cruaich Access Road MT CENN CRUAICH,NSW,4,2357,Within 10 metres,undefined,MV2E,90
151367,-28.993301,149.016305,Broadcast Site 3km SE of MUNGINDI,NSW,5,2405,Unknown,162,MU2M,44
153528,-28.234736,153.28894,40m tower NRN Broadcast Site Bilbrough Lookout SPRINGBROOK,QLD,2,4213,Within 10 metres,952,NU3B,87
198028,-34.812797,148.501445,Beremangera Hill BEREMANGERA,NSW,4,2582,Unknown,700,MW1O,126
198029,-35.109125,148.121935,Optus Site Gundagai Trig GUNDAGAI,NSW,4,2722,Unknown,560,MW4A,262
198043,-32.060282,152.377668,Indara 60m Lattice Tower Mt Talawahl via Candoormakh Creek Rd NABIAC,NSW,4,2430,Within 10 metres,undefined,NV5B,138
198308,-32.517635,152.184598,Nerong State Forest No 49 off Pacific Highway NERONG,NSW,4,2423,Unknown,156,NV5I,68
198325,-28.933665,153.422517,"Axicom 53m Lattice Tower Buckombil Mountain, 140 Buckombil Mountain Rd MEERSCHAUM VALE",NSW,4,2477,Within 10 metres,157,NU3N,1250
200478,-33.253202,151.283787,"NSWTA 30m Lattice Tower Bumble Hill, Cnr Bradley Ln & Forest Rd WYONG CREEK",NSW,2,2250,Within 10 metres,297,NV7F,52
200480,-33.211672,151.152626,NSWTA 55m Lattice Tower Boomerang Point Rd via Mangrove Dam Rd BOOMERANG RIDGE,NSW,2,2250,Within 10 metres,266,NV7A,36
200506,-33.819974,148.160327,Warraderry Range Site 2 WARRADERRY,NSW,4,2810,Within 10 metres,520,MV7M,23
200514,-34.336316,150.165254,Telstra Hcrc Repeater West Bullio Hill BULLIO,NSW,4,2575,Unknown,799,MW3E,44
200589,-29.669444,147.616267,SES/Broadcast Site Glengarry Opal Fields GRAWIN,NSW,5,2832,Unknown,141,LU6K,6
200823,-33.238824,150.648146,"20m Monopole, Grassy Hill, 5108 Putty Rd COLO HEIGHTS",NSW,4,2775,Within 10 metres,undefined,MV9C,11
200836,-33.865717,151.205964,Wynyard Railway Station (Underground)  SYDNEY,NSW,2,2000,Unknown,undefined,NV7M,37
200837,-33.873733,151.206757,Town Hall Railway Station (Underground) George St SYDNEY,NSW,2,2000,Unknown,undefined,NV7M,20
200838,-33.870459,151.211877,St James Railway Station (Underground) Elizabeth St SYDNEY,NSW,2,2000,Unknown,undefined,NV7M,33
200839,-33.876098,151.209858,Museum Underground Rail Station SYDNEY,NSW,2,2000,Unknown,undefined,NV7M,34
200844,-35.037477,144.456371,Edward River Shire Council / NSWRFS 37m and 40m Lattice Towers off 3711 Wanganella-Moulamein Rd WANGANELLA,NSW,4,2710,Within 10 metres,76,KW6B,28
200871,-33.84642,151.069776,Olympic Park Railway Station (Underground) Comms room p401 SYDNEY OLYMPIC PARK,NSW,2,2140,Within 10 metres,undefined,NV7M,30
200895,-32.255821,148.923709,RFS/Council Site Cumbarella ALTON PARK,NSW,4,2830,Unknown,416,MV4H,9
200896,-32.053404,148.62927,RFS site MOGRIGUY,NSW,4,2830,Unknown,340,MV4C,9
200999,-33.883503,151.284189,NSWTA 28.3m Monopole Hugh Bamford Reserve Wentworth St NORTH BONDI,NSW,2,2030,Unknown,undefined,NV7N,48
201033,-33.563255,149.238673,Telstra 50m Lattice Tower Errol Trig BLAYNEY,NSW,4,2799,Within 10 metres,1033,MV8I,98
201035,-33.698293,144.77755,Hay Shire Council / NSWRFS 90m Guyed Mast Toms Lake Station off Cobb Hwy BOOLIGAL,NSW,5,2711,Within 10 metres,91,KV9L,18
201113,-33.817852,151.001359,Telstra Site Westfield (top of Lifts in Carpark) cnr Church & Argyle St PARRAMATTA,NSW,2,2150,Within 10 metres,undefined,NV7M,102
201187,-34.19866,150.973912,Telstra/Optus Site Squash Centre Cemetery Rd HELENSBURGH,NSW,2,2508,Within 10 metres,300,MW3D,92
201251,-33.450035,149.547074,AXICOM 47.8m Lattice Tower Reid Park MOUNT PANORAMA,NSW,4,2795,Unknown,869,MV8G,951
201389,-33.044229,151.264477,"Forestry NSW 17.5m Lattice Tower Fire Lookout, Mount Warrawolong, Onley State Forest WATAGAN",NSW,2,2325,Within 10 metres,615,NV7B,27
201431,-30.65215,152.96158,Axicom 55.2m Lattice Tower off Old Coast Rd NAMBUCCA HEADS,NSW,4,2448,Within 10 metres,43,NU8L,316
201434,-33.966494,151.133834,St George Hospital Gray Street KOGARAH,NSW,2,2217,Unknown,23,NV7M,48
201464,-35.567084,149.177358,"Axicom 62m Lattice Tower Gibraltar Hill, 998 Williamsdale Rd WILLIAMSDALE",NSW,4,2620,Unknown,1082,MW5I,82
201613,-30.36908,148.489077,Essential Energy 80m Guyed Mast 5809 Come By Chance Rd COME BY CHANCE,NSW,5,2832,Within 10 metres,144,MU7F,61
201617,-35.630823,150.221139,Benandarah Trig Big Bit Road Boyne State Forest BENANDARAH,NSW,4,2536,Unknown,227,MW6I,28
201622,-34.407278,149.891601,Goulburn Mulwaree Council 30m and 40m Lattice Towers off Bannaby Road BANNABY HILL,NSW,4,2580,Within 10 metres,949,MW2H,48
201625,-35.245208,150.437983,Lake Conjola National Park off Cornfields lane YATTEYATTAH,NSW,4,2538,Within 10 metres,104,MW6B,1047
201640,-31.506,150.0179,NSWPF 30m Lattice Tower off 770 Woods Ln YANNERGEE,NSW,4,2343,Within 10 metres,790,MV3I,50
201650,-34.105163,148.93828,NSWTA 30m Lattice Tower Mt Darling off Mount Darling Rd REIDS FLAT,NSW,4,2794,Within 10 metres,827,MW1D,52
201794,-33.770348,150.906058,Westpoint Blacktown Patrick and Alpha Streets BLACKTOWN,NSW,2,2148,Unknown,undefined,MV9P,28
201821,-34.818947,148.729035,"Axicom 50.5m Lattice Tower Black Trig, off Paynes Rd BOOKHAM",NSW,4,2582,Unknown,841,MW1O,66
201832,-30.632598,151.502479,Axicom 35.6m Monopole 34 Pomona Rd URALLA,NSW,4,2358,Unknown,1011,NU7K,482
201854,-33.861548,150.854947,Axicom 102.7m Lattice Tower 77-89 Border Rd HORSLEY PARK,NSW,2,2164,Within 10 metres,142,MV9P,391
201856,-32.73248,148.76816,"Essential Energy 30m Lattice Tower Karuga Park, off Bournewood Rd BOURNEWOOD",NSW,4,2868,Within 10 metres,562,MV4L,55
201872,-36.10753,146.73039,Indara 32.75m Lattice Tower Mt Lady Franklin via 292 Oates Gap Rd BARNAWATHA NORTH,VIC,4,3688,Within 100 metres,493,LW8C,76
201964,-33.021275,141.651824,"NSWTA 115m Guyed Mast Coombah, off Silver City Hwy SCOTIA",NSW,5,2648,Within 10 metres,53,JV9C,48
201984,-33.520252,150.620627,Council Tower Warks Hill Rd KURRAJONG HEIGHTS,NSW,2,2758,Within 10 metres,503,MV9K,49
202081,-33.945998,149.529687,33 Rockley Street BURRAGA,NSW,4,2795,Unknown,911,MV8O,5
202159,-29.110539,153.258093,Moonimba Trig off Boggy Creek Road WOODBURN,NSW,4,2471,Unknown,138,NU6B,99
202182,-29.407405,146.685475,NSWRFS 60m Guyed Mast Cartlands Station East Culgoa Rd COLLERINA,NSW,5,2839,Within 10 metres,117,LU5G,14
202183,-29.289347,147.389853,"NSWRFS / Brewarrina Shire Council 60m Guyed Mast Muckerawa, 10131 Goodooga Rd GOODOOGA",NSW,5,2838,Within 10 metres,133,LU6F,24
202200,-34.145626,149.749788,"NSWRFS 40m Lattice Tower Mt Defiance, 6660 Abercrombie Rd PALING YARDS",NSW,4,2787,Unknown,990,MW2C,36
202230,-32.216983,152.303129,Wattle Downs 1196 Willina Rd COOLONGOLOOK,NSW,4,2423,Unknown,262,NV5B,542
202250,-33.906232,151.202623,Green Square Railway Station (Underground)  ALEXANDRIA,NSW,2,2015,Within 10 metres,undefined,NV7M,18
202251,-33.935427,151.166642,Sydney International Airport Railway Station (Underground)  MASCOT,NSW,2,2020,Unknown,6,NV7M,33
202302,-33.885215,151.217775,Eastern Distributor Ventilation Building 4 Hutchinson Place SURRY HILLS,NSW,2,2010,Unknown,undefined,NV7M,10
202305,-32.659441,151.829418,Vodafone site Wallaroo Hill Tower Road WALLAROO STATE FOREST,NSW,3,2324,Unknown,86,NV4L,70
202461,-33.832987,148.378813,NSWRFS 46m Lattice Tower Warrumba Rd BUMBALDRY,NSW,4,2794,Unknown,668,MV7N,43
202471,-33.90002,150.993344,Telstra Site 753 Hume Hwy BASS HILL,NSW,2,2197,Unknown,undefined,MV9P,12
202677,-34.169084,150.969656,Indara 30m Lattice Tower Garrawarra Hospital 9 Princes Hwy HELENSBURGH,NSW,2,2508,Within 10 metres,295,MW3D,30
202846,-33.111139,150.047896,Lithgow Council / NSWRFS 21m Lattice Tower Airley Turrent off Glen Davis Rd CAPERTREE,NSW,4,2846,Unknown,1005,MV9A,36
202891,-31.321976,149.190101,"45m NSWTA Lattice Tower Bingie Grumble Mountain, 963 Bingie Grumble Rd TANNABAR",NSW,4,2357,Within 10 metres,809,MV2E,26
203001,-34.16721,150.619063,Crown Castle Optus/Telstra Site off Remembrance Drive VAULT HILL,NSW,2,2571,Within 10 metres,undefined,MW3C,31
203031,-33.854322,151.213015,Sydney Harbour Tunnel Radio Re-Broadcast Room KIRRIBILLI,NSW,2,2061,Unknown,undefined,NV7M,14
203059,-33.889603,151.181731,King George V Hospital cnr Susan Street and Salisbury Rd CAMPERDOWN,NSW,2,2050,Within 10 metres,26,NV7M,91
203101,-33.883318,151.207166,Concourse Central Railway Station SYDNEY,NSW,2,2000,Unknown,undefined,NV7M,34
203146,-33.84301,151.06673,Light Pole RAS Showground HOMEBUSH BAY,NSW,2,2140,Within 10 metres,undefined,NV7M,80
203147,-33.93725,151.152322,Motorway Control Centre March St ARNCLIFFE,NSW,2,2205,Unknown,undefined,NV7M,8
